City,PointID,Original_ID,Human_Class,WC_Class,Scene_raw,Scene_group,Disagree,Confidence
Hangzhou,125,4961,2,1,veg,Unlabeled,1,h
Hangzhou,126,10559,3,3,we,Water / water edge,0,m
Hangzhou,127,4069,2,1,veg,Vegetation / forest edge,1,m
Hangzhou,128,7896,2,2,废土,Bare land / construction,0,l
Hangzhou,129,8998,2,2,veg,Urban green space,0,m
Hangzhou,130,9650,2,2,ct,Cropland / paddy transition,0,m
Hangzhou,131,9378,1,2,car park,Built-up edge / urban fabric,1,h
Hangzhou,132,14544,3,3,we,Water / water edge,0,m
Hangzhou,133,7934,2,2,ct,Cropland / paddy transition,0,m
Hangzhou,134,13813,3,3,水体,Water / water edge,0,h
Hangzhou,135,9361,2,2,re,Road / road edge,0,l
Hangzhou,136,9329,2,2,veg,Urban green space,0,h
Hangzhou,137,6800,2,2,veg,Vegetation / forest edge,0,h
Hangzhou,138,8368,2,2,veg,Vegetation / forest edge,0,h
Hangzhou,139,10151,2,3,bl,Bare land / construction,1,m
Hangzhou,140,12986,2,3,bl,Bare land / construction,1,m
Hangzhou,141,4525,2,1,bl,Bare land / construction,1,h
Hangzhou,142,10357,2,3,bl,Bare land / construction,1,m
Hangzhou,143,13403,2,3,bl,Bare land / construction,1,m
Hangzhou,144,7400,1,2,路面,Road / road edge,1,h
Hangzhou,145,8627,2,2,veg,Vegetation / forest edge,0,h
Hangzhou,146,583,2,1,bl,Bare land / construction,1,h
Hangzhou,147,1978,2,1,veg,Urban green space,1,h
Hangzhou,148,14549,3,3,we,Water / water edge,0,m
Hangzhou,149,224,2,1,re,Road / road edge,1,m
Hangzhou,150,7736,2,2,fe,Vegetation / forest edge,0,l
